posicao,titulo,artista,gravadora,distribuidora,periodo,ano,mes
15,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,02/2020,2020,2
16,3 Batidas,Guilherme & Benuto,Sony Music Entertainment,n/d,02/2020,2020,2
17,Porta Mala,Os Parazim,Artista Independente,n/d,02/2020,2020,2
18,Litrão (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,02/2020,2020,2
19,Contatinho (Ao Vivo),Leo Santana & Anitta,Universal Music Group,n/d,02/2020,2020,2
20,Verdinha,"Walshy Fire, Topo La Maskara & Ludmilla",Warner Music Group,n/d,02/2020,2020,2
21,Aí Eu Bebo (Ao Vivo),Maiara & Maraisa,Som Livre,n/d,02/2020,2020,2
22,Don't Start Now,Dua Lipa,Warner Music Group,n/d,02/2020,2020,2
23,Menina Solta,Giulia Be,Warner Music Group,n/d,02/2020,2020,2
24,Some Que Ele Vem Atrás,Anitta & Marília Mendonça,Warner Music Group,n/d,02/2020,2020,2
25,Volta por Baixo,Henrique & Juliano,Artista Independente,n/d,02/2020,2020,2
26,Briga Feia,Henrique & Juliano,Artista Independente,n/d,02/2020,2020,2
27,Chama Ela (feat. Pedro Sampaio),Lexa,Som Livre,n/d,02/2020,2020,2
28,Gaiola É o Troco,MC Du Black & Dj 2F,Artista Independente,n/d,02/2020,2020,2
29,Paredão,"MC Kevinho, Dadá Boladão & MC JottaPê",Warner Music Group,n/d,02/2020,2020,2
30,Tijolão,Jorge & Mateus,Som Livre,n/d,02/2020,2020,2
31,Hit Contagiante (Evoluiu),"Felipe Original, MC Kevin o Chris, Sodré & JS o Mão de Ouro",Artista Independente,n/d,02/2020,2020,2
32,Lençol Dobrado,Analaga & João Gustavo & Murilo,Artista Independente,n/d,02/2020,2020,2
33,Quem Traiu Levou,Gusttavo Lima,Sony Music Entertainment,n/d,02/2020,2020,2
34,Quarta Cadeira (Ao Vivo) (feat. Jorge & Mateus),Matheus & Kauan,Universal Music Group,n/d,02/2020,2020,2
35,Invocada (Feat Léo Santana) (Ao vivo),Ludmilla,Warner Music Group,n/d,02/2020,2020,2
36,Yummy,Justin Bieber,Universal Music Group,n/d,02/2020,2020,2
37,Carreira Solo (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,02/2020,2020,2
38,Ferida Curada,Zé Neto & Cristiano,Som Livre,n/d,02/2020,2020,2
39,Tiro Certo (feat. Gusttavo Lima) (Ao VIvo),Zé Felipe,Som Livre,n/d,02/2020,2020,2
40,To Voando Alto,Mc Poze do Rodo & Dj Gabriel do Borel,Artista Independente,n/d,02/2020,2020,2
41,Rave de Favela,"MC Lan, Major Lazer & Anitta",Warner Music Group,n/d,02/2020,2020,2
42,Audio (Ao Vivo),Diego & Victor Hugo,Sony Music Entertainment,n/d,02/2020,2020,2
43,Kenny G,Matuê,Sony Music Entertainment,n/d,02/2020,2020,2
44,Relógio Parado (Ao Vivo),Diego & Arnaldo,Sony Music Entertainment,n/d,02/2020,2020,2
45,Piece Of Your Heart (feat. GOODBOYS),Meduza,Universal Music Group,n/d,02/2020,2020,2
46,Serenata,Marília Mendonça,Som Livre,n/d,02/2020,2020,2
47,Eterna Sacanagem (feat. MC Kekel & MC Kevinho),MC JottaPê,KondZilla,n/d,02/2020,2020,2
48,Dois Lados,Wesley Safadão,Som Livre,n/d,02/2020,2020,2
49,Fake News (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,02/2020,2020,2
50,Perrengue (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,02/2020,2020,2
1,Liberdade Provisória,Henrique & Juliano,Artista Independente,n/d,03/2020,2020,3
2,A Gente Fez Amor,Gusttavo Lima,Sony Music Entertainment,n/d,03/2020,2020,3
3,Graveto,Marília Mendonça,Som Livre,n/d,03/2020,2020,3
4,Litrão (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,03/2020,2020,3
5,Sentadão,"Pedro Sampaio, Felipe Original & JS o Mão de Ouro",Warner Music Group,n/d,03/2020,2020,3
6,Rave de Favela,"MC Lan, Major Lazer & Anitta",Warner Music Group,n/d,03/2020,2020,3
7,Dance Monkey,Tones and I,Warner Music Group,n/d,03/2020,2020,3
8,Tudo Ok,"Thiaguinho MT, Mila & JS o Mão de Ouro",Sony Music Entertainment,n/d,03/2020,2020,3
9,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Som Livre,n/d,03/2020,2020,3
10,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,03/2020,2020,3
11,Com ou Sem Mim (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,03/2020,2020,3
12,Vem Me Satisfazer (feat. DJ Henrique da VK),MC Ingryd,Artista Independente,n/d,03/2020,2020,3
13,Don't Start Now,Dua Lipa,Warner Music Group,n/d,03/2020,2020,3
14,Bebi Minha Bicicleta (Coração Falido) (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,03/2020,2020,3
15,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,03/2020,2020,3
16,3 Batidas,Guilherme & Benuto,Sony Music Entertainment,n/d,03/2020,2020,3
17,Combatchy (feat. MC Rebecca),"Anitta, Lexa & Luísa Sonza",Warner Music Group,n/d,03/2020,2020,3
18,Amor de Que,Pabllo Vittar,Sony Music Entertainment,n/d,03/2020,2020,3
19,Volta por Baixo,Henrique & Juliano,Artista Independente,n/d,03/2020,2020,3
20,Surtada,"Dadá Boladão, Tati Zaqui & Oik",Sony Music Entertainment,n/d,03/2020,2020,3
21,Te Prometo,Dennis DJ & Mc Don Juan,Sony Music Entertainment,n/d,03/2020,2020,3
22,Menina Solta,Giulia Be,Warner Music Group,n/d,03/2020,2020,3
23,Aí Eu Bebo (Ao Vivo),Maiara & Maraisa,Som Livre,n/d,03/2020,2020,3
24,Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,Sony Music Entertainment,n/d,03/2020,2020,3
25,Briga Feia,Henrique & Juliano,Artista Independente,n/d,03/2020,2020,3
26,Tijolão,Jorge & Mateus,Som Livre,n/d,03/2020,2020,3
27,Lençol Dobrado,Analaga & João Gustavo & Murilo,Artista Independente,n/d,03/2020,2020,3
28,Chama Ela (feat. Pedro Sampaio),Lexa,Som Livre,n/d,03/2020,2020,3
29,Amoreco,Simone & Simaria,Universal Music Group,n/d,03/2020,2020,3
30,Carreira Solo (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,03/2020,2020,3
31,Mentira (Ao Vivo),Felipe Araújo,Universal Music Group,n/d,03/2020,2020,3
32,Eterna Sacanagem (feat. MC Kekel & MC Kevinho),MC JottaPê,KondZilla,n/d,03/2020,2020,3
33,Stupid Love,Lady Gaga,Universal Music Group,n/d,03/2020,2020,3
34,Quarta Cadeira (Ao Vivo) (feat. Jorge & Mateus),Matheus & Kauan,Universal Music Group,n/d,03/2020,2020,3
35,Verdinha,"Walshy Fire, Topo La Maskara & Ludmilla",Warner Music Group,n/d,03/2020,2020,3
36,Gaiola É o Troco,MC Du Black & Dj 2F,Artista Independente,n/d,03/2020,2020,3
37,Relógio Parado (Ao Vivo),Diego & Arnaldo,Sony Music Entertainment,n/d,03/2020,2020,3
38,Quem Traiu Levou,Gusttavo Lima,Sony Music Entertainment,n/d,03/2020,2020,3
39,Contatinho (Ao Vivo),Leo Santana & Anitta,Universal Music Group,n/d,03/2020,2020,3
40,Hit Contagiante (Evoluiu),"Felipe Original, MC Kevin o Chris, Sodré & JS o Mão de Ouro",Artista Independente,n/d,03/2020,2020,3
41,Audio (Ao Vivo),Diego & Victor Hugo,Sony Music Entertainment,n/d,03/2020,2020,3
42,Paredão,"MC Kevinho, Dadá Boladão & MC JottaPê",Warner Music Group,n/d,03/2020,2020,3
43,Some Que Ele Vem Atrás,Anitta & Marília Mendonça,Warner Music Group,n/d,03/2020,2020,3
44,The Box,Roddy Ricch,Warner Music Group,n/d,03/2020,2020,3
45,Tiro Certo (feat. Gusttavo Lima) (Ao VIvo),Zé Felipe,Som Livre,n/d,03/2020,2020,3
46,Ranking,Jorge & Mateus,Som Livre,n/d,03/2020,2020,3
47,Blinding Lights,The Weeknd,Universal Music Group,n/d,03/2020,2020,3
48,Serenata,Marília Mendonça,Som Livre,n/d,03/2020,2020,3
49,Dois Lados,Wesley Safadão,Som Livre,n/d,03/2020,2020,3
50,Piece Of Your Heart (feat. GOODBOYS),Meduza,Universal Music Group,n/d,03/2020,2020,3
1,A Gente Fez Amor (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,04/2020,2020,4
2,Liberdade Provisória (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,04/2020,2020,4
3,Don't Start Now,Dua Lipa,Warner Music Group,n/d,04/2020,2020,4
4,Braba,Luísa Sonza,Universal Music Group,n/d,04/2020,2020,4
5,Graveto (Ao vivo),Marília Mendonça,Som Livre,n/d,04/2020,2020,4
6,Rave de Favela,"MC Lan, Major Lazer & Anitta",Warner Music Group,n/d,04/2020,2020,4
7,Litrão (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,04/2020,2020,4
8,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Som Livre,n/d,04/2020,2020,4
9,Dance Monkey,Tones and I,Warner Music Group,n/d,04/2020,2020,4
10,Tudo no Sigilo (feat. MC Bianca),Vytinho NG,Artista Independente,n/d,04/2020,2020,4
11,Ranking,Jorge & Mateus,Som Livre,n/d,04/2020,2020,4
12,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,04/2020,2020,4
13,Sentadão,"Pedro Sampaio, Felipe Original & JS o Mão de Ouro",Warner Music Group,n/d,04/2020,2020,4
14,Com ou Sem Mim (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,04/2020,2020,4
15,Te Prometo,Dennis DJ & Mc Don Juan,Sony Music Entertainment,n/d,04/2020,2020,4
16,Bebi Minha Bicicleta (Coração Falido) (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,04/2020,2020,4
17,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,04/2020,2020,4
18,Volta por Baixo (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,04/2020,2020,4
19,Vem Me Satisfazer (feat. DJ Henrique da VK),MC Ingryd,Artista Independente,n/d,04/2020,2020,4
20,Roses,SAINt JHN,Sony Music Entertainment,n/d,04/2020,2020,4
21,3 Batidas (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,04/2020,2020,4
22,Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,Sony Music Entertainment,n/d,04/2020,2020,4
23,Break My Heart,Dua Lipa,Warner Music Group,n/d,04/2020,2020,4
24,Agua Com Açúcar (Ao Vivo),Luan Santana,Som Livre,n/d,04/2020,2020,4
25,Combatchy (feat. MC Rebecca),"Anitta, Lexa & Luísa Sonza",Warner Music Group,n/d,04/2020,2020,4
26,Mentira (Ao Vivo),Felipe Araújo,Universal Music Group,n/d,04/2020,2020,4
27,Tudo Ok,"Thiaguinho MT, Mila & JS o Mão de Ouro",Sony Music Entertainment,n/d,04/2020,2020,4
28,Tijolão (Ao Vivo),Jorge & Mateus,Som Livre,n/d,04/2020,2020,4
29,Barzinho Aleatório (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,04/2020,2020,4
30,Amor de Que,Pabllo Vittar,Sony Music Entertainment,n/d,04/2020,2020,4
31,Briga Feia (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,04/2020,2020,4
32,Blinding Lights,The Weeknd,Universal Music Group,n/d,04/2020,2020,4
33,Menina Solta,Giulia Be,Warner Music Group,n/d,04/2020,2020,4
34,Aí Eu Bebo (Ao Vivo),Maiara & Maraisa,Som Livre,n/d,04/2020,2020,4
35,Death Bed (feat. beabadoobee),Powfu,Sony Music Entertainment,n/d,04/2020,2020,4
36,Lençol Dobrado,Analaga & João Gustavo & Murilo,Artista Independente,n/d,04/2020,2020,4
37,Surtada,"Dadá Boladão, Tati Zaqui & Oik",Sony Music Entertainment,n/d,04/2020,2020,4
38,Physical,Dua Lipa,Warner Music Group,n/d,04/2020,2020,4
39,Carreira Solo (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,04/2020,2020,4
40,The Box,Roddy Ricch,Warner Music Group,n/d,04/2020,2020,4
41,Audio (Ao Vivo),Diego & Victor Hugo,Sony Music Entertainment,n/d,04/2020,2020,4
42,Quarta Cadeira (Ao Vivo) (feat. Jorge & Mateus),Matheus & Kauan,Universal Music Group,n/d,04/2020,2020,4
43,Serenata (Ao Vivo),Marília Mendonça,Som Livre,n/d,04/2020,2020,4
44,Relógio Parado (Ao Vivo),Diego & Arnaldo,Sony Music Entertainment,n/d,04/2020,2020,4
45,Quem Traiu Levou (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,04/2020,2020,4
46,Eterna Sacanagem (feat. MC Kekel & MC Kevinho),MC JottaPê,KondZilla,n/d,04/2020,2020,4
47,Chama Ela (feat. Pedro Sampaio),Lexa,Som Livre,n/d,04/2020,2020,4
48,Textão (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,04/2020,2020,4
49,Ferida Curada,Zé Neto & Cristiano,Som Livre,n/d,04/2020,2020,4
50,Tiro Certo (feat. Gusttavo Lima) (Ao VIvo),Zé Felipe,Som Livre,n/d,04/2020,2020,4
1,A Gente Fez Amor (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,05/2020,2020,5
2,Liberdade Provisória (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,05/2020,2020,5
3,Braba,Luísa Sonza,Universal Music Group,n/d,05/2020,2020,5
4,Don't Start Now,Dua Lipa,Warner Music Group,n/d,05/2020,2020,5
5,Graveto (Ao vivo),Marília Mendonça,Som Livre,n/d,05/2020,2020,5
6,Tudo no Sigilo (feat. MC Bianca),Vytinho NG,Artista Independente,n/d,05/2020,2020,5
7,Litrão (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,05/2020,2020,5
8,Ranking,Jorge & Mateus,Som Livre,n/d,05/2020,2020,5
9,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Som Livre,n/d,05/2020,2020,5
10,Roses,SAINt JHN,Sony Music Entertainment,n/d,05/2020,2020,5
11,Agua Com Açúcar (Ao Vivo),Luan Santana,Som Livre,n/d,05/2020,2020,5
12,Te Prometo,Dennis DJ & Mc Don Juan,Sony Music Entertainment,n/d,05/2020,2020,5
13,Volta por Baixo (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,05/2020,2020,5
14,Barzinho Aleatório (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,05/2020,2020,5
15,Com ou Sem Mim (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,05/2020,2020,5
16,Death Bed (feat. beabadoobee),Powfu,Sony Music Entertainment,n/d,05/2020,2020,5
17,Tudo Aconteceu,MC Du Black & Delacruz,Universal Music Group,n/d,05/2020,2020,5
18,Mentira (Ao Vivo),Felipe Araújo,Universal Music Group,n/d,05/2020,2020,5
19,Dance Monkey,Tones and I,Warner Music Group,n/d,05/2020,2020,5
20,Rave de Favela,"MC Lan, Major Lazer & Anitta",Warner Music Group,n/d,05/2020,2020,5
21,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,05/2020,2020,5
22,Sentadão,"Pedro Sampaio, Felipe Original & JS o Mão de Ouro",Warner Music Group,n/d,05/2020,2020,5
23,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,05/2020,2020,5
24,Blinding Lights,The Weeknd,Universal Music Group,n/d,05/2020,2020,5
25,Bebi Minha Bicicleta (Coração Falido) (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,05/2020,2020,5
26,Slow Down (feat. Jorja Smith),Maverick Sabre,Warner Music Group,n/d,05/2020,2020,5
27,Vira Homem,Marília Mendonça,Som Livre,n/d,05/2020,2020,5
28,3 Batidas (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,05/2020,2020,5
29,Briga Feia (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,05/2020,2020,5
30,Despedida (Ao Vivo) (feat. Zé Neto & Cristiano),Wesley Safadão,Som Livre,n/d,05/2020,2020,5
31,Audio (Ao Vivo),Diego & Victor Hugo,Sony Music Entertainment,n/d,05/2020,2020,5
32,Saudade Sua,Gusttavo Lima,Sony Music Entertainment,n/d,05/2020,2020,5
33,Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,Sony Music Entertainment,n/d,05/2020,2020,5
34,Break My Heart,Dua Lipa,Warner Music Group,n/d,05/2020,2020,5
35,Vem Me Satisfazer (feat. DJ Henrique da VK),MC Ingryd,Artista Independente,n/d,05/2020,2020,5
36,Menina Solta,Giulia Be,Warner Music Group,n/d,05/2020,2020,5
37,Aí Eu Bebo (Ao Vivo),Maiara & Maraisa,Som Livre,n/d,05/2020,2020,5
38,Toosie Slide,Drake,Universal Music Group,n/d,05/2020,2020,5
39,Viva Voz (Ao Vivo),Lauana Prado,Universal Music Group,n/d,05/2020,2020,5
40,Rain On Me,Lady Gaga & Ariana Grande,Universal Music Group,n/d,05/2020,2020,5
41,Amor de Fim de Noite,Orochi & Papatinho,Artista Independente,n/d,05/2020,2020,5
42,Tijolão (Ao Vivo),Jorge & Mateus,Som Livre,n/d,05/2020,2020,5
43,Quem Traiu Levou (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,05/2020,2020,5
44,Tudo Ok,"Thiaguinho MT, Mila & JS o Mão de Ouro",Sony Music Entertainment,n/d,05/2020,2020,5
45,Relógio Parado (Ao Vivo),Diego & Arnaldo,Sony Music Entertainment,n/d,05/2020,2020,5
46,Piece Of Your Heart (feat. GOODBOYS),Meduza,Universal Music Group,n/d,05/2020,2020,5
47,Carreira Solo (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,05/2020,2020,5
48,Pipa Voada (feat. Emicida),Rashid & Lukinhas,Sony Music Entertainment,n/d,05/2020,2020,5
49,Quarta Cadeira (Ao Vivo) (feat. Jorge & Mateus),Matheus & Kauan,Universal Music Group,n/d,05/2020,2020,5
50,The Box,Roddy Ricch,Warner Music Group,n/d,05/2020,2020,5
1,Na Raba Toma Tapão,Niack,Artista Independente,n/d,06/2020,2020,6
2,Liberdade Provisória (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,06/2020,2020,6
3,Braba,Luísa Sonza,Universal Music Group,n/d,06/2020,2020,6
4,Litrão (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,06/2020,2020,6
5,Graveto (Ao vivo),Marília Mendonça,Som Livre,n/d,06/2020,2020,6
6,A Gente Fez Amor (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,06/2020,2020,6
7,Tudo no Sigilo (feat. MC Bianca),Vytinho NG,Artista Independente,n/d,06/2020,2020,6
8,Saudade Sua,Gusttavo Lima,Sony Music Entertainment,n/d,06/2020,2020,6
9,Ranking,Jorge & Mateus,Som Livre,n/d,06/2020,2020,6
10,Tudo Aconteceu,MC Du Black & Delacruz,Universal Music Group,n/d,06/2020,2020,6
11,Volta por Baixo (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,06/2020,2020,6
12,Barzinho Aleatório (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,06/2020,2020,6
13,Te Prometo,Dennis DJ & Mc Don Juan,Sony Music Entertainment,n/d,06/2020,2020,6
14,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Som Livre,n/d,06/2020,2020,6
15,Don't Start Now,Dua Lipa,Warner Music Group,n/d,06/2020,2020,6
16,Rain On Me,Lady Gaga & Ariana Grande,Universal Music Group,n/d,06/2020,2020,6
17,Roses,SAINt JHN,Sony Music Entertainment,n/d,06/2020,2020,6
18,Mentira (Ao Vivo),Felipe Araújo,Universal Music Group,n/d,06/2020,2020,6
19,Com ou Sem Mim (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,06/2020,2020,6
20,Libera Ela (Ao Vivo) (feat. Dilsinho),Maiara & Maraisa,Som Livre,n/d,06/2020,2020,6
21,Death Bed (feat. beabadoobee),Powfu,Sony Music Entertainment,n/d,06/2020,2020,6
22,Agua Com Açúcar (Ao Vivo),Luan Santana,Som Livre,n/d,06/2020,2020,6
23,Despedida (Ao Vivo) (feat. Zé Neto & Cristiano),Wesley Safadão,Som Livre,n/d,06/2020,2020,6
24,Slow Down (feat. Jorja Smith),Maverick Sabre,Warner Music Group,n/d,06/2020,2020,6
25,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,06/2020,2020,6
26,Dance Monkey,Tones and I,Warner Music Group,n/d,06/2020,2020,6
27,Blinding Lights,The Weeknd,Universal Music Group,n/d,06/2020,2020,6
28,Briga Feia (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,06/2020,2020,6
29,3 Batidas (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,06/2020,2020,6
30,Flores,Vitão & Luísa Sonza,Universal Music Group,n/d,06/2020,2020,6
31,Sentadão,"Pedro Sampaio, Felipe Original & JS o Mão de Ouro",Warner Music Group,n/d,06/2020,2020,6
32,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,06/2020,2020,6
33,Vira Homem,Marília Mendonça,Som Livre,n/d,06/2020,2020,6
34,Aí Eu Bebo (Ao Vivo),Maiara & Maraisa,Som Livre,n/d,06/2020,2020,6
35,Audio (Ao Vivo),Diego & Victor Hugo,Sony Music Entertainment,n/d,06/2020,2020,6
36,Não Vai Embora,Dilsinho & Luísa Sonza,Artista Independente,n/d,06/2020,2020,6
37,Bebi Minha Bicicleta (Coração Falido) (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,06/2020,2020,6
38,Menina Solta,Giulia Be,Warner Music Group,n/d,06/2020,2020,6
39,Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,Sony Music Entertainment,n/d,06/2020,2020,6
40,Segunda Taça (feat. Matheus),João Bosco & Vinicius,Artista Independente,n/d,06/2020,2020,6
41,Toosie Slide,Drake,Universal Music Group,n/d,06/2020,2020,6
42,Viva Voz (Ao Vivo),Lauana Prado,Universal Music Group,n/d,06/2020,2020,6
43,Sour Candy (Feat BLACKPINK),Lady Gaga,Universal Music Group,n/d,06/2020,2020,6
44,Amor de Fim de Noite,Orochi & Papatinho,Artista Independente,n/d,06/2020,2020,6
45,Break My Heart,Dua Lipa,Warner Music Group,n/d,06/2020,2020,6
46,Vem Me Satisfazer (feat. DJ Henrique da VK),MC Ingryd,Artista Independente,n/d,06/2020,2020,6
47,Então Toma (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,06/2020,2020,6
48,Relógio Parado (Ao Vivo),Diego & Arnaldo,Sony Music Entertainment,n/d,06/2020,2020,6
49,Boa Memória (Ao Vivo),Luan Santana,Som Livre,n/d,06/2020,2020,6
50,Tijolão (Ao Vivo),Jorge & Mateus,Som Livre,n/d,06/2020,2020,6
1,Desce pro Play (PA PA PA),"Tyga, Mc Zaac & Anitta",Universal Music Group,n/d,07/2020,2020,7
2,Na Raba Toma Tapão,Niack,Artista Independente,n/d,07/2020,2020,7
3,Liberdade Provisória (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,07/2020,2020,7
4,Volta por Baixo (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,07/2020,2020,7
5,Graveto (Ao vivo),Marília Mendonça,Som Livre,n/d,07/2020,2020,7
6,Ranking,Jorge & Mateus,Som Livre,n/d,07/2020,2020,7
7,Flores,Vitão & Luísa Sonza,Universal Music Group,n/d,07/2020,2020,7
8,Tudo Aconteceu,MC Du Black & Delacruz,Universal Music Group,n/d,07/2020,2020,7
9,Barzinho Aleatório (Ao Vivo),Zé Neto & Cristiano,Som Livre,n/d,07/2020,2020,7
10,A Gente Fez Amor (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,07/2020,2020,7
11,Litrão (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,07/2020,2020,7
12,Tudo no Sigilo (feat. MC Bianca),Vytinho NG,Artista Independente,n/d,07/2020,2020,7
13,Saudade Sua,Gusttavo Lima,Sony Music Entertainment,n/d,07/2020,2020,7
14,Braba,Luísa Sonza,Universal Music Group,n/d,07/2020,2020,7
15,Te Prometo,Dennis DJ & Mc Don Juan,Sony Music Entertainment,n/d,07/2020,2020,7
16,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Som Livre,n/d,07/2020,2020,7
17,Vai Ter Que Aguentar (feat. Maiara & Maraisa),Mc Don Juan,GR6 Music,n/d,07/2020,2020,7
18,Mais Uma Vez,"Pineapple StormTv, Mikezin & JayA Luuck",Brainstorm Estúdio,n/d,07/2020,2020,7
19,Investe Em Mim,Jonas Esticado,Som Livre,n/d,07/2020,2020,7
20,Viva Voz (Ao Vivo),Lauana Prado,Universal Music Group,n/d,07/2020,2020,7
21,Roses,SAINt JHN,Sony Music Entertainment,n/d,07/2020,2020,7
22,Libera Ela (Ao Vivo) (feat. Dilsinho),Maiara & Maraisa,Som Livre,n/d,07/2020,2020,7
23,Mentira (Ao Vivo),Felipe Araújo,Universal Music Group,n/d,07/2020,2020,7
24,Don't Start Now,Dua Lipa,Warner Music Group,n/d,07/2020,2020,7
25,Despedida (Ao Vivo) (feat. Zé Neto & Cristiano),Wesley Safadão,Som Livre,n/d,07/2020,2020,7
26,How You Like That,Blackpink,Universal Music Group,n/d,07/2020,2020,7
27,Não Vai Embora,Dilsinho & Luísa Sonza,Artista Independente,n/d,07/2020,2020,7
28,Sogra (Ao Vivo),"Dilsinho, Henrique & Juliano",Sony Music Entertainment,n/d,07/2020,2020,7
29,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,07/2020,2020,7
30,Blinding Lights,The Weeknd,Universal Music Group,n/d,07/2020,2020,7
31,Briga Feia (Ao Vivo),Henrique & Juliano,Artista Independente,n/d,07/2020,2020,7
32,Watermelon Sugar,Harry Styles,Sony Music Entertainment,n/d,07/2020,2020,7
33,Oh Juliana,Mc Niack & Dj Rique Sales,Artista Independente,n/d,07/2020,2020,7
34,Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo) (feat. Di Propósito & Vou Zuar),Grupo Menos É Mais,Artista Independente,n/d,07/2020,2020,7
35,Com ou Sem Mim (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,07/2020,2020,7
36,Comprei um Lança,Mc Jacare,Artista Independente,n/d,07/2020,2020,7
37,Segunda Taça (feat. Matheus),João Bosco & Vinicius,Artista Independente,n/d,07/2020,2020,7
38,Asas,Luan Santana,Artista Independente,n/d,07/2020,2020,7
39,Desejando Eu (Ao Vivo) (feat. Henrique & Juliano),Murilo Huff,Artista Independente,n/d,07/2020,2020,7
40,Nem Doeu (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,07/2020,2020,7
41,3 Batidas (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,07/2020,2020,7
42,Slow Down (feat. Jorja Smith),Maverick Sabre,Warner Music Group,n/d,07/2020,2020,7
43,Dance Monkey,Tones and I,Warner Music Group,n/d,07/2020,2020,7
44,Death Bed (feat. beabadoobee),Powfu,Sony Music Entertainment,n/d,07/2020,2020,7
45,Vira Homem,Marília Mendonça,Som Livre,n/d,07/2020,2020,7
46,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,07/2020,2020,7
47,Menina Solta,Giulia Be,Warner Music Group,n/d,07/2020,2020,7
48,Deus é Por Nós,MC Marks,Warner Music Group,n/d,07/2020,2020,7
49,Amor de Fim de Noite,Orochi & Papatinho,Artista Independente,n/d,07/2020,2020,7
50,Quero Você do Jeito Que Quiser,"Marília Mendonça, Maiara & Maraisa",Som Livre,n/d,07/2020,2020,7
